loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LOAN_00001867,15,2023-06,2022-04,15,346,501087,493081.92,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2023-06-23,Primary,Complete,0,1,1,0,Current,1,data_quality
LOAN_00001867,16,2023-07,2022-04,16,345,501087,492527.29,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2023-07-23,Primary,Complete,1,1,1,0,Current,1,pattern_anomaly
LOAN_00001867,17,2023-08,2022-04,17,344,501087,491969.97,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2023-08-11,Primary,Missing,1,1,1,0,Current,1,data_quality
LOAN_00001867,18,2023-09,2022-04,18,343,501087,491409.94,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2023-09-05,Primary,Complete,1,1,1,0,30-59 DPD,1,business_rule
LOAN_00001867,19,2023-10,2022-04,19,342,501087,490847.2,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,30-59 DPD,34.0,0,0,0,NA,2023-10-04,Primary,Complete,1,1,1,0,90+ DPD,1,pattern_anomaly
LOAN_00001867,20,2023-11,2022-04,20,341,501087,490281.72,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,90+ DPD,155.0,0,0,0,NA,2023-11-21,Primary,Incomplete,0,0,1,0,Defaulted,1,pattern_anomaly
LOAN_00001867,21,2023-12,2022-04,21,340,501087,0.0,0.0582,620-659,90-100%,36-43%,IL,Refinance,Primary,Condo,Servicer_A,Defaulted,353.0,1,0,1,High,2023-12-19,Primary,Incomplete,0,0,0,0,Defaulted,0,none
LOAN_00001868,1,2020-02,2020-02,1,180,650241,647988.25,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2020-02-21,Primary,Incomplete,0,1,0,0,Current,0,none
LOAN_00001868,2,2020-03,2020-02,2,179,650241,645724.4,,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2020-03-14,Primary,Incomplete,0,1,0,0,Current,0,none
LOAN_00001868,3,2020-04,2020-02,3,178,650241,643449.4,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2020-04-25,Primary,Incomplete,0,1,0,0,Current,0,none
LOAN_00001868,4,2020-05,2020-02,4,177,650241,641163.19,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2020-05-01,Primary,Missing,1,1,1,0,Current,1,data_quality
LOAN_00001868,5,2020-06,2020-02,5,176,650241,638865.72,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2020-06-02,Primary,Complete,1,1,1,0,Current,1,business_rule
LOAN_00001868,6,2020-07,2020-02,6,175,650241,636556.93,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Current,0.0,0,0,0,NA,2020-07-25,Primary,Complete,1,1,1,0,30-59 DPD,1,business_rule
LOAN_00001868,7,2020-08,2020-02,7,174,650241,634236.77,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,30-59 DPD,51.0,0,0,0,NA,2020-08-18,Primary,Complete,1,1,1,0,30-59 DPD,1,business_rule
LOAN_00001868,8,2020-09,2020-02,8,173,650241,631905.17,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,30-59 DPD,47.0,0,0,0,NA,2020-09-25,Primary,Complete,1,1,1,0,60-89 DPD,1,business_rule
LOAN_00001868,9,2020-10,2020-02,9,172,650241,629562.09,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,60-89 DPD,67.0,0,0,0,NA,2020-10-15,Servicer,Complete,1,1,1,0,60-89 DPD,1,business_rule
LOAN_00001868,10,2020-11,2020-02,10,171,650241,627207.46,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,60-89 DPD,81.0,0,0,0,NA,2020-11-07,Primary,Complete,1,1,1,0,60-89 DPD,1,data_quality
LOAN_00001868,11,2020-12,2020-02,11,170,650241,624841.24,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,60-89 DPD,88.0,0,0,0,NA,2020-12-16,Primary,Complete,1,1,1,0,90+ DPD,1,data_quality
LOAN_00001868,12,2021-01,2020-02,12,169,650241,622463.36,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,90+ DPD,161.0,0,0,0,NA,2021-01-19,Primary,Complete,1,1,1,0,60-89 DPD,1,business_rule
LOAN_00001868,13,2021-02,2020-02,13,168,650241,620073.76,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,60-89 DPD,60.0,0,0,0,NA,2021-02-17,Primary,Complete,1,1,1,0,90+ DPD,1,data_quality
LOAN_00001868,14,2021-03,2020-02,14,167,650241,617672.39,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,90+ DPD,133.0,0,0,0,NA,2021-03-06,Primary,Complete,1,1,1,0,90+ DPD,1,data_quality
LOAN_00001868,15,2021-04,2020-02,15,166,650241,615259.19,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,90+ DPD,149.0,0,0,0,NA,2021-04-01,Primary,Complete,0,0,1,0,Defaulted,1,pattern_anomaly
LOAN_00001868,16,2021-05,2020-02,16,165,650241,0.0,0.0591,620-659,>100%,36-43%,VA,Purchase,Primary,Condo,Servicer_A,Defaulted,92.0,0,0,1,Medium,2021-05-16,Primary,Complete,0,0,0,0,Defaulted,0,none
LOAN_00001869,1,2022-04,2022-04,1,360,201461,201204.77,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-04-24,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,2,2022-05,2022-04,2,359,201461,200947.53,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-05-27,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,3,2022-06,2022-04,3,358,201461,200689.29,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-06-19,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,4,2022-07,2022-04,4,357,201461,200430.04,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-07-13,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001869,5,2022-08,2022-04,5,356,201461,200169.77,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-08-12,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001869,6,2022-09,2022-04,6,355,201461,199908.49,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-09-25,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,7,2022-10,2022-04,7,354,201461,199646.19,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-10-15,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001869,8,2022-11,2022-04,8,353,201461,199382.86,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-11-24,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,9,2022-12,2022-04,9,352,201461,199118.5,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2022-12-09,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001869,10,2023-01,2022-04,10,351,201461,198853.11,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-01-20,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,11,2023-02,2022-04,11,350,201461,198586.68,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-02-16,Servicer,Complete,0,0,0,0,Current,0,none
LOAN_00001869,12,2023-03,2022-04,12,349,201461,198319.21,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-03-20,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,13,2023-04,2022-04,13,348,201461,198050.7,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-04-15,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,14,2023-05,2022-04,14,347,201461,,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-05-12,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,15,2023-06,2022-04,15,346,201461,197510.51,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-06-15,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,16,2023-07,2022-04,16,345,201461,197238.84,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-07-14,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,17,2023-08,2022-04,17,344,201461,196966.1,0.2641723966567111,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-08-24,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001869,18,2023-09,2022-04,18,343,201461,196692.29,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-09-20,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001869,19,2023-10,2022-04,19,342,201461,196417.42,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-10-16,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001869,20,2023-11,2022-04,20,341,201461,196141.47,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-11-06,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001869,21,2023-12,2022-04,21,340,201461,195864.44,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2023-12-13,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001869,22,2024-01,2022-04,22,339,201461,195586.33,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-01-07,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001869,23,2024-02,2022-04,23,338,201461,195307.13,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-02-13,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001869,24,2024-03,2022-04,24,337,201461,195026.85,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-03-14,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001869,25,2024-04,2022-04,25,336,201461,194745.46,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-04-22,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001869,26,2024-05,2022-04,26,335,201461,194462.98,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-05-07,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001869,27,2024-06,2022-04,27,334,201461,194179.39,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-06-07,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001869,28,2024-07,2022-04,28,333,201461,193894.69,0.0469,740-779,60-70%,36-43%,WI,Refinance,Primary,SFR,Servicer_B,Current,0.0,0,0,0,NA,2024-07-04,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001870,1,2020-02,2020-02,1,360,190058,189914.38,0.0741,<620,60-70%,43-50%,TX,Refinance,Second Home,SFR,Servicer_E,Current,0.0,0,0,0,NA,2020-02-12,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001870,2,2020-03,2020-02,2,359,190058,189769.87,0.0741,<620,60-70%,43-50%,TX,Refinance,Second Home,SFR,Servicer_E,Current,0.0,0,0,0,NA,2020-03-21,Primary,Complete,0,0,0,1,Prepaid,0,none
LOAN_00001870,3,2020-04,2020-02,3,358,190058,0.0,0.0741,<620,60-70%,43-50%,TX,Refinance,Second Home,SFR,Servicer_E,Prepaid,0.0,0,1,0,NA,2020-04-19,Primary,Complete,0,0,0,0,Prepaid,0,none
LOAN_00001871,1,2020-08,2020-08,1,180,393849,392548.84,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2020-08-20,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001871,2,2020-09,2020-08,2,179,393849,391241.66,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2020-09-09,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001871,3,2020-10,2020-08,3,178,393849,389927.43,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2020-10-25,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001871,4,2020-11,2020-08,4,177,393849,388606.11,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2020-11-25,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001871,5,2020-12,2020-08,5,176,393849,387277.65,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2020-12-21,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001871,6,2021-01,2020-08,6,175,393849,385942.03,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2021-01-13,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001871,7,2021-02,2020-08,7,174,393849,384599.2,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2021-02-08,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001871,8,2021-03,2020-08,8,173,393849,383249.12,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Current,0.0,0,0,0,NA,2021-03-07,Primary,Complete,0,0,0,1,Prepaid,0,none
LOAN_00001871,9,2021-04,2020-08,9,172,393849,0.0,0.0648,<620,90-100%,<20%,OH,Purchase,Investment,Condo,Servicer_E,Prepaid,0.0,0,1,0,NA,2021-04-24,Primary,Complete,0,0,0,0,Prepaid,0,none
LOAN_00001872,1,2021-10,2021-10,1,360,217180,216906.72,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2021-10-06,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001872,2,2021-11,2021-10,2,359,217180,216632.36,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2021-11-24,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001872,3,2021-12,2021-10,3,358,217180,216356.92,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2021-12-25,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001872,4,2022-01,2021-10,4,357,217180,216080.38,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-01-06,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001872,5,2022-02,2021-10,5,356,217180,215802.75,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-02-20,Primary,Incomplete,0,0,0,0,Current,0,none
LOAN_00001872,6,2022-03,2021-10,6,355,217180,215524.03,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-03-02,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001872,7,2022-04,2021-10,7,354,217180,215244.19,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-04-08,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001872,8,2022-05,2021-10,8,353,217180,214963.26,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-05-25,Primary,Incomplete,0,1,0,0,Current,0,none
LOAN_00001872,9,2022-06,2021-10,9,352,217180,214681.2,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-06-09,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001872,10,2022-07,2021-10,10,351,217180,4192890.7844113195,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-07-11,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001872,11,2022-08,2021-10,11,350,217180,214113.75,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-08-09,Primary,Incomplete,1,1,0,0,Current,1,servicer_conflict
LOAN_00001872,12,2022-09,2021-10,12,349,217180,213828.34,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-09-09,Primary,Complete,1,1,0,0,Current,1,business_rule
LOAN_00001872,13,2022-10,2021-10,13,348,217180,213541.79,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2022-10-06,Primary,Incomplete,1,1,0,0,60-89 DPD,1,pattern_anomaly
LOAN_00001872,14,2022-11,2021-10,14,347,217180,213254.12,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,60-89 DPD,73.0,0,0,0,NA,2022-11-26,Primary,Complete,1,1,0,0,90+ DPD,1,data_quality
LOAN_00001872,15,2022-12,2021-10,15,346,217180,212965.3,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,90+ DPD,175.0,0,0,0,NA,2022-12-14,Primary,Complete,1,1,0,0,90+ DPD,1,data_quality
LOAN_00001872,16,2023-01,2021-10,16,345,217180,212675.34,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,90+ DPD,179.0,1,0,0,NA,2023-01-15,Primary,Complete,1,1,0,0,60-89 DPD,1,servicer_conflict
LOAN_00001872,17,2023-02,2021-10,17,344,217180,212384.24,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,60-89 DPD,60.0,1,0,0,NA,2023-02-25,Primary,Complete,1,1,0,0,30-59 DPD,1,data_quality
LOAN_00001872,18,2023-03,2021-10,18,343,217180,212091.98,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,30-59 DPD,56.0,0,0,0,NA,2023-03-11,Primary,Missing,0,0,0,0,Current,0,none
LOAN_00001872,19,2023-04,2021-10,19,342,217180,211798.57,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-04-28,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001872,20,2023-05,2021-10,20,341,217180,211503.99,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-05-02,Primary,Missing,0,1,0,0,Current,0,none
LOAN_00001872,21,2023-06,2021-10,21,340,217180,211208.25,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-06-09,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001872,22,2023-07,2021-10,22,339,217180,210911.34,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-07-08,Primary,Complete,0,1,0,0,Current,0,none
LOAN_00001872,23,2023-08,2021-10,23,338,217180,210613.25,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-08-13,Primary,Complete,1,1,0,0,Current,1,pattern_anomaly
LOAN_00001872,24,2023-09,2021-10,24,337,217180,210313.98,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-09-22,Primary,Complete,1,1,0,0,Current,1,business_rule
LOAN_00001872,25,2023-10,2021-10,25,336,217180,210013.53,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,Current,0.0,0,0,0,NA,2023-10-28,Primary,Complete,1,1,0,0,30-59 DPD,1,business_rule
LOAN_00001872,26,2023-11,2021-10,26,335,217180,209711.89,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,30-59 DPD,43.0,0,0,0,NA,2023-11-16,Primary,Complete,1,1,0,0,30-59 DPD,1,business_rule
LOAN_00001872,27,2023-12,2021-10,27,334,217180,209409.05,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,30-59 DPD,42.0,0,0,0,NA,2023-12-13,Servicer,Complete,1,1,0,0,30-59 DPD,1,pattern_anomaly
LOAN_00001872,28,2024-01,2021-10,28,333,217180,209105.02,0.0475,700-739,60-70%,<20%,NJ,Purchase,Second Home,Condo,Servicer_C,30-59 DPD,57.0,0,0,0,NA,2024-01-08,Primary,Complete,1,1,0,0,30-59 DPD,1,business_rule
LOAN_00001873,1,2022-10,2022-10,1,240,259292,258634.02,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2022-10-17,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001873,2,2022-11,2022-10,2,239,259292,257973.5,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2022-11-15,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001873,3,2022-12,2022-10,3,238,259292,257310.44,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2022-12-24,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001873,4,2023-01,2022-10,4,237,259292,256644.81,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-01-17,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001873,5,2023-02,2022-10,5,236,259292,255976.61,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-02-21,Primary,Complete,0,0,0,0,Current,0,none
LOAN_00001873,6,2023-03,2022-10,6,235,259292,255305.83,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-03-16,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001873,7,2023-04,2022-10,7,234,259292,254632.46,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-04-15,Primary,Missing,0,0,0,1,Current,0,none
LOAN_00001873,8,2023-05,2022-10,8,233,259292,253956.49,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-05-11,Servicer,Complete,0,0,0,1,Current,0,none
LOAN_00001873,9,2023-06,2022-10,9,232,259292,253277.92,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-06-19,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001873,10,2023-07,2022-10,10,231,259292,252596.72,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-07-27,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001873,11,2023-08,2022-10,11,230,259292,251912.89,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-08-21,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001873,12,2023-09,2022-10,12,229,259292,251226.42,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-09-25,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001873,13,2023-10,2022-10,13,228,259292,250537.3,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-10-03,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001873,14,2023-11,2022-10,14,227,259292,249845.52,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-11-04,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001873,15,2023-12,2022-10,15,226,259292,249151.07,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2023-12-28,Primary,Complete,0,0,0,1,Current,0,none
LOAN_00001873,16,2024-01,2022-10,16,225,259292,248453.94,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2024-01-15,Primary,Incomplete,0,0,0,1,Current,0,none
LOAN_00001873,17,2024-02,2022-10,17,224,259292,247754.11,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Current,0.0,0,0,0,NA,2024-02-06,Primary,Incomplete,0,0,0,1,Prepaid,0,none
LOAN_00001873,18,2024-03,2022-10,18,223,259292,0.0,0.0463,740-779,70-80%,<20%,MD,Purchase,Investment,2-4 Unit,Servicer_E,Prepaid,0.0,0,1,0,NA,2024-03-21,Primary,Complete,0,0,0,0,Prepaid,0,none
LOAN_00001874,1,2021-03,2021-03,1,360,459641,459111.47,0.0523,660-699,90-100%,36-43%,WI,Refinance,Primary,SFR,Servicer_D,Current,0.0,0,0,0,NA,2021-03-10,Primary,Complete,0,0,0,0,Current,0,none
