loan_id,reporting_month,servicer_current_balance,servicer_current_status,servicer_days_past_due,servicer_last_updated
LOAN_00001582,2023-02,554623.86,Current,0,2023-02-04
LOAN_00003831,2022-08,142518.02,Current,0,2022-08-04
LOAN_00003866,2023-06,368846.65624840657,Current,0,2023-07-11
LOAN_00003567,2021-08,409929.31,Current,0,2021-08-18
LOAN_00004594,2022-05,259151.92,30-59 DPD,0,2022-06-12
LOAN_00000150,2023-09,364088.11,Current,0,2023-09-08
LOAN_00004013,2022-11,302697.21,Current,0,2022-11-14
LOAN_00001723,2022-03,180233.17,Current,0,2022-03-20
LOAN_00002431,2022-02,130241.85,30-59 DPD,39,2022-02-09
LOAN_00003694,2021-03,345573.07,Current,0,2021-03-02
LOAN_00004910,2023-05,105504.51,Current,0,2023-05-01
LOAN_00002483,2023-01,369264.15,Current,0,2023-01-15
LOAN_00002446,2023-12,61402.76,Current,0,2023-12-02
LOAN_00002446,2022-12,43308.87400520307,Current,0,2023-01-25
LOAN_00002263,2023-04,240250.08,Current,0,2023-04-27
LOAN_00002949,2022-11,0.0,Defaulted,274,2022-11-27
LOAN_00004940,2022-06,285008.8,Current,0,2022-06-23
LOAN_00003180,2020-12,230167.67,Current,0,2020-12-25
LOAN_00000275,2021-09,182911.94,Current,0,2021-09-23
LOAN_00002637,2023-08,410779.62,Current,0,2023-08-07
LOAN_00002428,2024-06,316860.29,Current,0,2024-06-07
LOAN_00001599,2022-11,497382.34,Current,0,2022-11-03
LOAN_00002461,2021-08,162143.16,Current,0,2021-08-27
LOAN_00003675,2022-11,394183.85,Current,0,2022-11-28
LOAN_00000466,2022-02,263328.12,Current,0,2022-02-12
LOAN_00003146,2023-10,225768.94,60-89 DPD,79,2023-10-16
LOAN_00001440,2023-01,223213.08,60-89 DPD,0,2023-01-12
LOAN_00001795,2020-08,389086.71,Current,0,2020-08-25
LOAN_00002102,2021-05,263373.94,Current,0,2021-05-28
LOAN_00002952,2023-01,0.0,Defaulted,344,2023-01-13
LOAN_00004035,2022-01,239601.52,Current,0,2022-01-05
LOAN_00002689,2024-12,437030.05,Current,0,2024-12-16
LOAN_00003372,2022-08,218847.25,Current,0,2022-08-12
LOAN_00004042,2022-08,228590.03,Current,0,2022-08-15
LOAN_00001017,2022-01,893090.35,60-89 DPD,80,2022-01-13
LOAN_00001308,2021-04,445221.48,Current,0,2021-04-09
LOAN_00001767,2021-06,256914.96,30-59 DPD,59,2021-06-17
LOAN_00002832,2020-12,1092576.3,Current,0,2020-12-07
LOAN_00001030,2023-09,424842.38,Current,0,2023-09-08
LOAN_00004441,2021-08,366897.47,Current,0,2021-08-28
LOAN_00001791,2024-11,347589.44,Current,0,2024-11-26
LOAN_00003881,2022-10,280866.67,Current,0,2022-10-17
LOAN_00000173,2022-04,266222.43,Current,0,2022-04-10
LOAN_00004130,2022-03,445092.91,Current,0,2022-03-22
LOAN_00000173,2022-05,265849.69,Current,0,2022-05-14
LOAN_00003800,2022-12,335027.63,Current,0,2022-12-14
LOAN_00002106,2024-03,245957.13,60-89 DPD,72,2024-03-08
LOAN_00000334,2023-01,112910.59,Current,0,2023-01-24
LOAN_00002805,2024-10,173861.47,Current,0,2024-10-21
LOAN_00004384,2022-06,256784.59,Current,0,2022-06-14
LOAN_00000241,2022-04,263371.21,Current,0,2022-04-22
LOAN_00000864,2022-09,739766.93,Current,0,2022-09-16
LOAN_00001684,2022-05,306057.14,Current,0,2022-05-23
LOAN_00000603,2022-04,385609.51,Current,0,2022-04-02
LOAN_00002455,2022-09,502077.23,Current,0,2022-09-11
LOAN_00003971,2023-08,490065.03,Current,0,2023-08-02
LOAN_00002932,2022-08,277629.15,Current,0,2022-08-17
LOAN_00002932,2022-09,277334.65,Current,0,2022-09-17
LOAN_00004819,2023-08,271962.55,Current,0,2023-08-07
LOAN_00002792,2022-09,149794.05,Current,0,2022-09-21
LOAN_00004741,2022-03,465657.34,Current,0,2022-03-27
LOAN_00000722,2023-04,146478.2,Current,0,2023-04-14
LOAN_00004932,2023-02,473700.52,Current,0,2023-02-14
LOAN_00004469,2022-07,234315.27,Current,0,2022-07-13
LOAN_00001098,2020-11,185227.02,Current,0,2020-11-19
LOAN_00002214,2020-08,149707.41,Current,0,2020-08-21
LOAN_00003300,2022-07,412126.48,Current,0,2022-07-07
LOAN_00003489,2023-05,228721.0,Current,0,2023-05-19
LOAN_00003182,2022-06,269550.1,Current,0,2022-06-15
LOAN_00000960,2020-11,252547.66,30-59 DPD,53,2020-11-10
LOAN_00002416,2022-09,306238.85,Current,0,2022-09-13
LOAN_00004758,2021-12,368824.56,Current,0,2021-12-13
LOAN_00001885,2020-08,336302.8,Current,0,2020-08-24
LOAN_00001126,2023-04,572605.01,Current,0,2023-04-16
LOAN_00002370,2022-05,122469.95,Current,0,2022-05-13
LOAN_00003096,2021-12,311618.53,Current,0,2021-12-06
LOAN_00003675,2021-09,404575.72,Current,0,2021-09-10
LOAN_00002146,2021-11,331943.12,Current,0,2021-11-20
LOAN_00002814,2022-06,0.0,Defaulted,175,2022-06-11
LOAN_00002499,2023-07,388686.62,Current,0,2023-07-16
LOAN_00003569,2022-05,239008.78,Current,0,2022-05-15
LOAN_00000741,2023-02,213634.79,Current,0,2023-02-13
LOAN_00003103,2021-09,91481.2,Current,0,2021-09-01
LOAN_00002326,2021-10,242123.05,Current,0,2021-10-01
LOAN_00000201,2023-01,437899.76,Current,0,2023-01-07
LOAN_00002587,2023-01,495910.6,Current,0,2023-01-20
LOAN_00001401,2022-06,216218.8,Current,0,2022-06-19
LOAN_00001025,2021-10,508229.88,Current,0,2021-10-19
LOAN_00001464,2022-10,316613.44,Current,0,2022-10-06
LOAN_00003972,2021-01,385490.57,Current,0,2021-01-12
LOAN_00000516,2022-12,0.0,Defaulted,225,2022-12-18
LOAN_00000655,2023-01,301548.46,Current,0,2023-01-05
LOAN_00002643,2021-05,200331.03,Current,0,2021-05-15
LOAN_00002500,2022-06,365037.88,Current,0,2022-06-21
LOAN_00004578,2020-10,531686.89,Current,0,2020-10-14
LOAN_00002537,2022-02,219119.24,Current,0,2022-02-26
LOAN_00002155,2023-01,402877.82,Current,0,2023-01-28
LOAN_00002252,2022-02,158950.98,Current,0,2022-02-22
LOAN_00003245,2024-01,204690.23,Current,0,2024-01-02
LOAN_00003966,2022-07,242209.95,Current,0,2022-07-15
LOAN_00001823,2023-06,171373.9,Current,0,2023-06-06
LOAN_00002146,2022-06,329245.44,Current,0,2022-06-23
LOAN_00002006,2022-05,114623.47,Current,0,2022-05-24
LOAN_00002190,2021-02,472521.32,Current,0,2021-02-26
LOAN_00003426,2022-04,267148.98,Current,0,2022-04-10
LOAN_00003487,2023-08,226510.49,Current,0,2023-08-04
LOAN_00004224,2023-11,605593.06,Current,0,2023-11-28
LOAN_00004683,2021-12,181005.1,Current,0,2021-12-12
LOAN_00002600,2023-08,178929.23,Current,0,2023-09-02
LOAN_00003331,2024-08,338656.33,Current,0,2024-08-11
LOAN_00000825,2021-06,385435.04,Current,0,2021-06-19
LOAN_00002836,2024-10,481210.48,Current,0,2024-10-13
LOAN_00004339,2022-08,200451.27,Current,0,2022-08-22
LOAN_00003612,2023-05,236116.08,Current,0,2023-05-08
LOAN_00000843,2020-08,294227.62,Current,0,2020-08-15
LOAN_00002536,2022-02,249686.15,Current,0,2022-02-02
LOAN_00002813,2024-02,540276.09,Current,0,2024-02-28
LOAN_00001897,2022-10,454670.13,Current,0,2022-10-16
LOAN_00004751,2020-11,136095.41,Current,0,2020-11-06
LOAN_00003362,2020-07,367354.55,Current,0,2020-07-24
LOAN_00003548,2021-02,535892.66,Current,0,2021-02-02
LOAN_00001734,2024-11,184078.85,Current,0,2024-11-26
LOAN_00001939,2020-11,185948.04,Current,0,2020-11-02
LOAN_00004599,2022-03,333696.47,Current,0,2022-03-06
LOAN_00002103,2022-07,409035.35,Current,0,2022-07-15
LOAN_00001082,2024-05,372702.67,Current,0,2024-05-26
LOAN_00004436,2022-09,0.0,Defaulted,280,2022-09-11
LOAN_00001504,2021-12,140299.58,Current,0,2021-12-16
LOAN_00003132,2023-11,203080.43,Current,0,2023-11-16
LOAN_00001739,2022-03,364106.14,Current,0,2022-03-09
LOAN_00002687,2022-10,140142.14,Current,0,2022-10-23
LOAN_00004648,2021-07,246068.74,Current,0,2021-07-20
LOAN_00004686,2023-05,303617.77,Current,0,2023-05-05
LOAN_00003617,2023-04,178758.34,Current,0,2023-04-09
LOAN_00003109,2021-12,166446.92,Current,0,2021-12-05
LOAN_00001949,2021-03,948901.31,Current,0,2021-03-11
LOAN_00004949,2021-02,192941.81,Current,0,2021-02-22
LOAN_00004458,2022-08,215494.08,Current,0,2022-08-12
LOAN_00002746,2021-05,196786.27,Current,0,2021-05-24
LOAN_00004868,2025-01,248685.8,Current,0,2025-01-12
LOAN_00002372,2021-01,105366.1,Current,0,2021-01-04
LOAN_00003082,2022-01,351538.11,Current,0,2022-01-03
LOAN_00002195,2023-12,338946.12,Current,0,2023-12-05
LOAN_00002986,2023-04,548964.79,60-89 DPD,78,2023-04-22
LOAN_00003516,2020-08,171318.92,Current,0,2020-08-19
LOAN_00001108,2023-04,530671.11,60-89 DPD,69,2023-04-22
LOAN_00001291,2024-03,716806.31,60-89 DPD,82,2024-03-06
LOAN_00004975,2024-05,203429.87,Current,0,2024-05-23
LOAN_00001854,2021-02,463224.67,Current,0,2021-02-03
LOAN_00000925,2024-03,161082.25,Current,0,2024-03-15
LOAN_00002436,2023-02,621516.7,Current,0,2023-02-11
LOAN_00003329,2023-04,339613.78,Current,0,2023-04-25
LOAN_00001651,2020-07,248331.84,Current,0,2020-07-04
LOAN_00001896,2023-06,200123.47,Current,0,2023-06-08
LOAN_00001753,2023-04,123260.66,Current,0,2023-04-21
LOAN_00003008,2023-04,522034.43,90+ DPD,153,2023-04-22
LOAN_00001098,2022-04,180799.98,Current,0,2022-04-28
LOAN_00002876,2023-11,1109626.84,Current,0,2023-11-12
LOAN_00004648,2022-06,242413.49,Current,0,2022-06-21
LOAN_00000019,2021-07,272493.63,Current,0,2021-07-23
LOAN_00003127,2022-12,124407.28,Current,0,2022-12-24
LOAN_00003780,2021-03,325294.98,Current,0,2021-03-12
LOAN_00000608,2024-08,122433.55,Current,0,2024-08-24
LOAN_00004769,2021-02,231307.85,Current,0,2021-02-13
LOAN_00001545,2022-08,629352.35,Current,0,2022-08-24
LOAN_00004059,2022-08,241096.13,Current,0,2022-08-20
LOAN_00000086,2021-11,630109.1,Current,0,2021-11-20
LOAN_00003940,2022-06,358847.85,Current,0,2022-06-16
LOAN_00003320,2021-07,199371.83,Current,0,2021-07-04
LOAN_00000828,2022-08,483494.79,Current,0,2022-08-28
LOAN_00000303,2023-07,257974.56,Current,0,2023-07-20
LOAN_00000031,2021-11,555082.02,Current,0,2021-11-04
LOAN_00000699,2021-03,190500.93,Current,0,2021-03-17
LOAN_00000273,2022-11,163429.17,Current,0,2022-11-11
LOAN_00000444,2021-10,112142.68,Current,0,2021-10-22
LOAN_00002845,2023-02,174551.23,Current,0,2023-02-26
LOAN_00004137,2020-11,198721.58,Current,0,2020-11-18
LOAN_00002844,2023-07,450313.39,Current,0,2023-07-16
LOAN_00002921,2023-10,322171.15,Current,0,2023-10-11
LOAN_00001979,2023-05,166977.99,Current,0,2023-05-23
LOAN_00002004,2024-04,83137.51,Current,0,2024-04-20
LOAN_00004276,2021-01,491883.05,Current,0,2021-01-05
LOAN_00002263,2021-08,246144.65,Current,0,2021-08-10
LOAN_00000525,2022-12,266874.99,Current,0,2022-12-28
LOAN_00003638,2022-03,487829.67,Current,0,2022-03-28
LOAN_00001605,2022-12,387156.88,Current,0,2022-12-18
LOAN_00002143,2022-04,241856.83,Current,0,2022-04-15
LOAN_00004243,2020-03,296938.45,Current,0,2020-03-06
LOAN_00004472,2023-09,575136.06,60-89 DPD,69,2023-09-05
LOAN_00001351,2023-02,255056.31,Current,0,2023-02-26
LOAN_00004119,2021-05,283926.45,Current,0,2021-05-05
LOAN_00003414,2021-12,168031.92,Current,0,2021-12-19
LOAN_00001748,2023-10,477331.5,Current,0,2023-10-01
LOAN_00003541,2021-11,311484.62,Current,0,2021-11-10
LOAN_00004739,2023-10,64700.11,Current,0,2023-10-15
LOAN_00004050,2021-04,262362.86,Current,0,2021-04-10
LOAN_00002024,2020-11,342864.87,Current,0,2020-11-16
LOAN_00004253,2022-05,0.0,Defaulted,107,2022-05-11
LOAN_00000912,2021-04,150133.86,Current,0,2021-04-20
LOAN_00002851,2021-07,232663.65,Current,0,2021-07-24
LOAN_00000228,2021-10,219776.42,Current,0,2021-10-07
LOAN_00002744,2022-07,351046.81,Current,0,2022-07-22
LOAN_00003657,2024-08,454347.7,Current,0,2024-08-21
LOAN_00000581,2022-11,287290.80044114974,Current,0,2022-11-22
LOAN_00000091,2022-07,114826.02,Current,0,2022-07-09
LOAN_00001733,2023-01,362015.45,30-59 DPD,43,2023-01-16
LOAN_00003199,2021-05,130794.8,Current,0,2021-05-21
LOAN_00004505,2022-01,231649.86,Current,0,2022-01-12
LOAN_00004758,2022-04,366981.48,Current,0,2022-04-18
LOAN_00003684,2023-11,400110.74,60-89 DPD,78,2023-11-09
LOAN_00004952,2023-09,184762.0,Current,0,2023-09-12
LOAN_00002993,2022-09,145892.03,Current,0,2022-09-04
LOAN_00000400,2023-06,164722.09,Current,0,2023-06-01
LOAN_00000338,2020-10,286116.27,Current,0,2020-10-21
LOAN_00000742,2021-12,556627.88,Current,0,2021-12-27
LOAN_00002111,2024-04,194039.9,Current,0,2024-04-16
LOAN_00003159,2023-07,230795.06,Current,0,2023-07-27
LOAN_00004396,2022-07,140101.56,Current,0,2022-07-21
LOAN_00004581,2022-11,230512.28,Current,0,2022-11-06
LOAN_00001510,2021-11,166439.7,Current,0,2021-11-20
LOAN_00001281,2024-01,291247.12,Current,0,2024-01-02
LOAN_00001559,2023-12,273469.43,Current,0,2023-12-14
LOAN_00003896,2023-03,395160.48,Current,0,2023-03-17
LOAN_00000643,2022-02,594263.7746857596,Current,0,2022-02-25
LOAN_00001190,2022-02,292648.76,Current,0,2022-02-21
LOAN_00002134,2021-08,189354.77,Current,0,2021-08-04
LOAN_00000039,2022-01,326664.18,Current,0,2022-01-13
LOAN_00001680,2024-11,451693.39,Current,0,2024-11-09
LOAN_00003856,2021-11,221087.0,Current,0,2021-11-12
LOAN_00002726,2021-03,610955.86,Current,0,2021-03-12
LOAN_00000938,2023-02,526064.36,60-89 DPD,72,2023-02-08
LOAN_00003043,2021-10,493185.13,Current,0,2021-10-04
LOAN_00003346,2023-10,150700.48,Current,0,2023-10-24
LOAN_00002972,2023-08,366728.15,Current,0,2023-08-24
LOAN_00001013,2022-07,196341.52,Current,0,2022-07-22
LOAN_00004558,2023-04,801991.64,Current,0,2023-04-25
LOAN_00004044,2022-12,108052.13,Current,0,2022-12-24
LOAN_00004633,2021-11,210099.78,Current,0,2021-11-08
LOAN_00000474,2021-11,248048.16,Current,0,2021-11-12
LOAN_00001749,2022-12,210052.52,Current,0,2022-12-10
LOAN_00000749,2022-01,340046.91,Current,0,2022-01-04
LOAN_00003237,2024-02,333943.45,Current,0,2024-02-19
LOAN_00002537,2022-04,218078.25,Current,0,2022-04-17
LOAN_00002204,2022-10,225937.62,Current,0,2022-10-09
LOAN_00001237,2021-08,250782.17,Current,0,2021-08-22
LOAN_00004392,2020-08,207001.79,Current,0,2020-08-17
LOAN_00003475,2022-06,405200.84,Current,0,2022-06-15
LOAN_00000198,2021-08,317089.24,Current,0,2021-08-19
LOAN_00000702,2021-06,518497.94,90+ DPD,141,2021-06-06
LOAN_00000588,2023-12,221732.71,Current,0,2023-12-26
LOAN_00001416,2022-11,287275.05,30-59 DPD,41,2022-11-10
LOAN_00000835,2023-07,354008.53,Current,0,2023-07-10
LOAN_00001948,2022-02,142266.12,Current,0,2022-02-27
LOAN_00004320,2022-11,445049.76,Current,0,2022-11-12
LOAN_00004895,2022-09,116420.09,Current,0,2022-09-28
LOAN_00000186,2021-01,98243.66,Current,0,2021-01-01
LOAN_00003015,2023-06,438981.36,Current,0,2023-06-28
LOAN_00000647,2023-05,807799.28,Current,0,2023-05-02
LOAN_00004283,2022-10,448222.47,Current,0,2022-10-28
LOAN_00003286,2020-08,167532.06,Current,0,2020-08-25
LOAN_00003710,2022-12,214727.8,Current,0,2022-12-21
LOAN_00000851,2023-02,280954.69,Current,0,2023-02-02
LOAN_00003106,2024-03,197196.09,Current,0,2024-03-08
LOAN_00001903,2022-06,311979.0,Current,0,2022-06-09
LOAN_00000863,2023-06,264063.76,Current,0,2023-06-13
LOAN_00002316,2020-05,685653.0,Current,0,2020-05-13
LOAN_00001936,2021-06,222656.01,Current,0,2021-06-05
LOAN_00001998,2020-11,262630.23,30-59 DPD,64,2020-11-18
LOAN_00000059,2022-05,262360.54,Current,0,2022-05-25
LOAN_00004392,2021-08,197668.67,Current,0,2021-08-04
LOAN_00004420,2023-08,1001908.06,Current,0,2023-08-11
LOAN_00003103,2021-07,91702.0,Current,0,2021-07-25
LOAN_00004272,2022-10,199285.87,Current,0,2022-10-15
LOAN_00003229,2022-09,265417.36,Current,0,2022-09-02
LOAN_00004652,2021-08,401632.58,Current,0,2021-08-09
LOAN_00000816,2022-02,260231.2,Current,0,2022-02-21
LOAN_00003377,2022-04,416009.87,Current,0,2022-04-07
LOAN_00004414,2022-11,621970.99,Current,0,2022-11-17
LOAN_00000998,2023-03,0.0,Prepaid,0,2023-03-04
LOAN_00004203,2020-07,361128.18,Current,0,2020-07-10
LOAN_00000919,2022-03,271935.26,Current,0,2022-03-23
LOAN_00000252,2022-01,331556.07,Current,0,2022-01-26
LOAN_00003520,2022-08,263183.86,Current,0,2022-08-02
LOAN_00004306,2023-08,279010.57,Current,0,2023-08-13
LOAN_00001591,2021-08,484389.61,Current,0,2021-08-28
LOAN_00000446,2021-07,182217.65,Current,0,2021-07-03
LOAN_00000833,2021-05,358900.35,Current,0,2021-05-28
LOAN_00004052,2022-06,284387.94,Current,0,2022-06-28
LOAN_00002628,2022-06,176363.9,Current,0,2022-06-05
LOAN_00001798,2021-07,254206.28,Current,0,2021-07-11
LOAN_00004720,2022-03,644274.0,60-89 DPD,60,2022-03-13
LOAN_00000045,2023-05,222049.19,Current,0,2023-05-01
LOAN_00003797,2020-07,194538.42,Current,0,2020-07-02
LOAN_00004440,2021-10,279193.21,Current,0,2021-10-21
LOAN_00002084,2020-05,293663.0,Current,0,2020-05-07
LOAN_00000388,2023-01,250500.33,Current,0,2023-01-16
LOAN_00002526,2021-11,259405.56,Current,0,2021-11-17
LOAN_00003439,2024-03,657901.99,Current,0,2024-03-19
LOAN_00003572,2023-11,114344.99,Current,0,2023-11-01
LOAN_00002983,2024-04,189918.33,Current,0,2024-04-23
LOAN_00004189,2024-06,351849.23,Current,0,2024-06-28
LOAN_00000380,2022-01,448175.27,Current,0,2022-01-12
LOAN_00002148,2022-09,705957.55,Current,0,2022-09-15
LOAN_00001941,2022-10,281163.36,Current,0,2022-10-10
LOAN_00003439,2022-09,676292.67,Current,0,2022-09-04
LOAN_00001520,2023-06,126413.55,Current,0,2023-06-07
LOAN_00001721,2023-06,134755.84,Current,0,2023-06-28
LOAN_00000070,2023-06,260167.51,Current,0,2023-06-28
LOAN_00002123,2022-02,484582.58,Current,0,2022-02-19
LOAN_00003627,2022-10,240513.55,60-89 DPD,62,2022-10-12
LOAN_00003010,2021-05,161876.83,Current,0,2021-05-08
LOAN_00000057,2021-11,146018.12,Current,0,2021-11-11
LOAN_00004345,2021-09,175050.67,Current,0,2021-09-01
LOAN_00000663,2022-09,418702.41,Current,0,2022-09-09
LOAN_00003692,2020-12,233210.67,Current,0,2020-12-27
LOAN_00001584,2022-05,191257.95,Current,0,2022-05-15
LOAN_00002536,2021-02,252581.8,Current,0,2021-02-04
LOAN_00004770,2021-04,261524.34,Current,0,2021-04-03
LOAN_00000682,2023-03,152379.54,Current,0,2023-03-13
LOAN_00002664,2021-09,172529.27,Current,0,2021-09-04
LOAN_00003721,2022-06,291229.61,Current,0,2022-06-08
LOAN_00002002,2023-03,218052.96,Current,0,2023-03-20
LOAN_00003477,2022-01,305077.72,Current,0,2022-01-04
LOAN_00000228,2022-12,213393.17,Current,0,2022-12-25
LOAN_00000702,2021-08,0.0,Defaulted,262,2021-08-21
LOAN_00003673,2021-06,0.0,Defaulted,142,2021-06-12
LOAN_00001167,2023-06,292835.44,Current,0,2023-06-18
LOAN_00000807,2020-07,222968.27,Current,0,2020-07-04
LOAN_00002867,2021-05,501416.12,Current,0,2021-05-20
LOAN_00000438,2021-04,284414.22,Current,0,2021-04-08
LOAN_00002158,2024-03,510617.35,Current,0,2024-03-02
LOAN_00002902,2022-10,117924.66,Current,0,2022-10-06
LOAN_00001115,2021-09,306383.39,Current,0,2021-09-26
LOAN_00002255,2022-12,465735.95,Current,0,2022-12-05
LOAN_00000861,2023-02,209708.83,30-59 DPD,36,2023-02-04
LOAN_00002263,2022-08,242670.49,Current,0,2022-08-15
LOAN_00000320,2021-05,288049.47,Current,0,2021-05-07
LOAN_00002268,2021-07,135414.37,Current,0,2021-07-20
LOAN_00000363,2024-07,219159.02,Current,0,2024-07-02
LOAN_00004558,2024-05,790097.45,Current,0,2024-05-02
LOAN_00002905,2023-03,785520.07,Current,0,2023-03-19
LOAN_00000457,2023-04,0.0,Prepaid,0,2023-04-08
LOAN_00002701,2024-06,307990.3,Current,0,2024-06-20
LOAN_00002775,2021-04,155721.1,Current,0,2021-04-26
LOAN_00003043,2022-02,489711.62,60-89 DPD,64,2022-02-11
LOAN_00002334,2021-12,387899.5,Current,0,2021-12-24
LOAN_00002701,2023-04,318049.63,Current,163,2023-04-08
LOAN_00002502,2024-07,287483.25,Current,0,2024-07-05
LOAN_00003024,2021-07,147826.1,60-89 DPD,73,2021-07-11
LOAN_00002248,2021-06,292664.98,Current,0,2021-06-28
LOAN_00003562,2022-01,639749.59,Current,0,2022-01-06
LOAN_00003153,2022-10,0.0,Prepaid,0,2022-10-28
LOAN_00001763,2023-03,224472.94,Current,0,2023-03-09
LOAN_00004074,2021-03,238143.27,60-89 DPD,66,2021-03-18
LOAN_00001173,2022-08,206260.75,Current,0,2022-08-23
LOAN_00004926,2021-07,583098.99,Current,0,2021-07-11
LOAN_00003658,2021-05,616363.68,Current,0,2021-05-15
LOAN_00004984,2022-10,337081.49,Current,0,2022-10-17
LOAN_00003543,2023-01,166349.4,30-59 DPD,50,2023-01-06
LOAN_00004445,2021-08,478162.76,Current,0,2021-08-18
LOAN_00002724,2024-01,0.0,Closed,0,2024-01-20
LOAN_00001195,2023-02,161588.52,Current,0,2023-02-19
LOAN_00000250,2021-06,138842.15,Current,0,2021-06-14
LOAN_00000796,2023-09,423819.43,60-89 DPD,85,2023-09-26
LOAN_00001106,2020-11,242950.21,Current,0,2020-11-08
LOAN_00000048,2023-11,537379.12,Current,0,2023-11-16
LOAN_00000404,2021-10,146646.51,Current,0,2021-10-24
LOAN_00000538,2023-01,122114.82,Current,0,2023-01-04
LOAN_00004955,2021-11,258676.51,Current,0,2021-11-17
LOAN_00002056,2022-04,269391.31,Current,0,2022-04-01
LOAN_00003080,2022-05,226041.78,Current,0,2022-05-05
LOAN_00001872,2023-04,211798.57,Current,0,2023-04-28
LOAN_00002123,2022-12,479171.75,Current,0,2022-12-17
LOAN_00000529,2023-03,466830.21,Current,0,2023-03-01
LOAN_00000033,2022-10,364590.73,Current,0,2022-10-21
LOAN_00000752,2022-02,167735.48,Current,0,2022-02-19
LOAN_00003817,2022-11,238095.96,Current,0,2022-11-17
LOAN_00000552,2022-12,198713.93,Current,0,2022-12-09
LOAN_00002026,2022-03,319956.76,Current,0,2022-03-07
LOAN_00001982,2021-07,486535.32,Current,0,2021-07-06
LOAN_00003218,2025-02,90131.62,Current,0,2025-02-09
LOAN_00000436,2023-08,317757.23,30-59 DPD,31,2023-08-06
LOAN_00004717,2024-01,371643.9,Current,0,2024-01-04
LOAN_00002595,2021-06,240917.93,Current,0,2021-06-21
LOAN_00001468,2023-06,74993.16,Current,0,2023-06-21
LOAN_00001816,2022-06,192212.12,Current,0,2022-06-11
LOAN_00002858,2023-01,198963.8,90+ DPD,110,2023-01-12
LOAN_00001157,2023-02,340945.69,Current,0,2023-02-04
LOAN_00003965,2022-09,260060.46,Current,0,2022-09-27
LOAN_00004647,2021-06,561817.81,Current,0,2021-06-02
LOAN_00000525,2022-09,270777.66,Current,0,2022-09-27
LOAN_00000316,2023-02,116881.2,Current,0,2023-02-25
LOAN_00001055,2024-07,361542.74,Current,0,2024-07-10
LOAN_00003815,2022-01,125923.42,Current,93,2022-01-18
LOAN_00003986,2021-08,578486.38,Current,0,2021-08-10
LOAN_00002241,2022-10,237947.69952147861,Current,0,2022-11-03
LOAN_00001220,2023-06,218486.57,Current,0,2023-06-03
LOAN_00001680,2024-06,454236.57,Current,0,2024-06-27
LOAN_00002131,2024-10,186673.2,Current,0,2024-10-15
LOAN_00000456,2020-11,223091.11,30-59 DPD,50,2020-11-01
LOAN_00001324,2024-04,199216.02,Current,0,2024-04-16
LOAN_00003833,2022-10,144930.5,Current,0,2022-10-19
LOAN_00004653,2021-01,297744.27,Current,0,2021-01-06
LOAN_00000708,2022-06,222851.95,Current,0,2022-06-25
LOAN_00002287,2023-07,444834.4,Current,0,2023-07-12
LOAN_00004432,2024-09,128671.32,Current,0,2024-09-11
LOAN_00002308,2021-04,373680.72,Current,0,2021-04-17
LOAN_00001728,2022-09,223929.24,Current,0,2022-09-21
LOAN_00004765,2021-09,229923.41,Current,0,2021-09-24
LOAN_00004635,2024-04,191137.41,Current,0,2024-04-11
LOAN_00002196,2021-01,174105.58,Current,0,2021-01-14
LOAN_00002564,2023-01,610960.46,Current,0,2023-01-15
LOAN_00003086,2022-03,168923.37,Current,0,2022-03-12
LOAN_00001761,2022-02,170465.37,Current,0,2022-02-06
LOAN_00002360,2023-09,216712.89,Current,0,2023-09-24
LOAN_00003460,2022-08,431468.07,Current,0,2022-08-07
LOAN_00002741,2020-11,194427.05,Current,0,2020-11-14
LOAN_00002770,2023-09,120265.79,Current,0,2023-09-23
LOAN_00004871,2023-03,342302.34,Current,0,2023-03-23
LOAN_00002015,2022-09,221160.46,Current,0,2022-09-08
LOAN_00001927,2021-05,110243.29,Current,0,2021-05-19
LOAN_00000871,2021-03,0.0,Defaulted,230,2021-03-28
LOAN_00003910,2021-08,330757.88,Current,0,2021-08-21
LOAN_00003074,2023-11,428207.44,Current,0,2023-11-05
LOAN_00003251,2022-08,270017.33,Current,0,2022-08-08
LOAN_00002590,2020-06,143042.95,Current,0,2020-06-10
LOAN_00001123,2020-09,482859.92,Current,0,2020-09-11
LOAN_00004113,2023-11,219279.35,Current,0,2023-11-13
LOAN_00001157,2023-06,339287.56,Current,0,2023-06-06
LOAN_00003459,2021-10,318437.23,Current,0,2021-10-03
LOAN_00000339,2023-06,395791.75,Current,0,2023-06-17
LOAN_00004633,2022-03,209027.24,Current,0,2022-03-08
LOAN_00001273,2023-03,413439.12,Current,0,2023-03-15
LOAN_00001221,2023-01,342932.2,Current,0,2023-01-15
LOAN_00003807,2022-06,247646.48,Current,0,2022-06-04
LOAN_00002479,2022-02,278061.88,Current,0,2022-02-17
LOAN_00003785,2021-08,468007.17,Current,0,2021-08-19
LOAN_00000596,2022-02,254363.86,Current,0,2022-02-27
LOAN_00002475,2022-01,365556.75,Current,0,2022-01-19
LOAN_00004946,2021-05,298987.43,Current,0,2021-05-07
LOAN_00002135,2023-02,354230.95,30-59 DPD,57,2023-02-09
LOAN_00000243,2022-06,231877.72,Current,0,2022-06-26
LOAN_00001299,2020-09,307562.53,Current,0,2020-09-23
